loan_id,company_id,loan_amount,interest_rate,term_months,purpose,collateral_type,collateral_value,ltv_ratio,origination_date,loan_status,default_flag,days_to_default,loss_amount,recovery_amount
LOAN_002112,COMP_001305,6569939.66,0.0824,60,working_capital,unsecured,0.0,,2021-06-18,current,0,,,
LOAN_002113,COMP_001228,50000000.0,0.0797,48,working_capital,unsecured,0.0,,2024-02-25,current,0,,,
LOAN_002114,COMP_002005,6615338.7,0.079,24,equipment,unsecured,0.0,,2022-12-04,paid_off,0,,,
LOAN_002115,COMP_002966,3399354.25,0.0661,24,refinancing,inventory,6396265.45,0.5315,2020-01-15,paid_off,0,,,
LOAN_002116,COMP_001701,50000000.0,0.0529,24,working_capital,real_estate,65217138.22,0.7667,2020-12-10,default,1,209,12064930.94,37935069.06
LOAN_002117,COMP_003954,31240820.51,0.0569,36,equipment,securities,57194633.83,0.5462,2021-10-21,paid_off,0,,,
LOAN_002118,COMP_001287,1452600.05,0.0526,48,real_estate,securities,2694251.46,0.5391,2020-01-24,paid_off,0,,,
LOAN_002119,COMP_001372,14293650.74,0.086,36,refinancing,equipment,23500778.9,0.6082,2024-07-04,current,0,,,
LOAN_002120,COMP_002015,6884739.38,0.0594,12,acquisition,receivables,11703243.53,0.5883,2020-02-14,paid_off,0,,,
LOAN_002121,COMP_001352,50000000.0,0.054,24,real_estate,securities,57464277.79,0.8701,2022-08-15,paid_off,0,,,
LOAN_002122,COMP_004205,31539787.4,0.0633,12,working_capital,receivables,47727326.73,0.6608,2020-09-29,paid_off,0,,,
LOAN_002123,COMP_002873,50000000.0,0.0489,12,refinancing,securities,96932562.52,0.5158,2023-04-10,paid_off,0,,,
LOAN_002124,COMP_001780,22218709.68,0.0679,12,refinancing,inventory,28379407.97,0.7829,2023-07-24,paid_off,0,,,
LOAN_002125,COMP_001211,21500738.47,0.0677,36,expansion,securities,38762688.21,0.5547,2021-07-11,default,1,523,9933020.04,11567718.43
LOAN_002126,COMP_000738,50000000.0,0.0772,60,acquisition,equipment,76048692.33,0.6575,2020-12-22,paid_off,0,,,
LOAN_002127,COMP_004964,50000000.0,0.0789,48,equipment,receivables,91659078.32,0.5455,2021-01-23,paid_off,0,,,
LOAN_002128,COMP_003538,50000000.0,0.0857,12,equipment,securities,96231314.41,0.5196,2023-08-19,paid_off,0,,,
LOAN_002129,COMP_004981,47311833.42,0.0838,36,refinancing,unsecured,0.0,,2020-06-03,paid_off,0,,,
LOAN_002130,COMP_003756,3299983.28,0.0785,60,equipment,inventory,5096666.79,0.6475,2021-04-28,current,0,,,
LOAN_002131,COMP_002145,4351947.83,0.0862,24,equipment,equipment,5222713.38,0.8333,2022-05-24,paid_off,0,,,
LOAN_002132,COMP_002179,6370721.87,0.0652,24,acquisition,equipment,10298096.81,0.6186,2020-04-20,paid_off,0,,,
LOAN_002133,COMP_002190,50000000.0,0.0826,48,equipment,real_estate,85265981.52,0.5864,2023-06-13,current,0,,,
LOAN_002134,COMP_004553,50000000.0,0.082,24,acquisition,receivables,94783245.14,0.5275,2024-03-28,current,0,,,
LOAN_002135,COMP_000231,50000000.0,0.0528,36,expansion,real_estate,76427296.32,0.6542,2020-02-18,paid_off,0,,,
LOAN_002136,COMP_001060,48143004.88,0.0871,24,working_capital,unsecured,0.0,,2024-10-16,current,0,,,
LOAN_002137,COMP_003751,50000000.0,0.0719,48,real_estate,equipment,79297401.83,0.6305,2022-07-18,current,0,,,
LOAN_002138,COMP_004166,50000000.0,0.083,36,working_capital,real_estate,93633580.64,0.534,2021-02-22,paid_off,0,,,
LOAN_002139,COMP_000646,50000000.0,0.078,36,equipment,securities,99364939.99,0.5032,2021-04-17,paid_off,0,,,
LOAN_002140,COMP_003563,4014489.68,0.0696,60,acquisition,receivables,4823309.2,0.8323,2021-03-06,current,0,,,
LOAN_002141,COMP_001205,50000000.0,0.0827,24,working_capital,equipment,58180468.01,0.8594,2021-11-20,paid_off,0,,,
LOAN_002142,COMP_004665,18447532.4,0.0697,60,real_estate,equipment,35864638.35,0.5144,2021-11-24,current,0,,,
LOAN_002143,COMP_004895,50000000.0,0.0749,12,working_capital,inventory,86367206.34,0.5789,2023-01-19,paid_off,0,,,
LOAN_002144,COMP_002746,34710560.94,0.0695,60,acquisition,equipment,43302821.1,0.8016,2020-07-26,default,1,312,14799240.53,19911320.41
LOAN_002145,COMP_000407,50000000.0,0.0724,60,real_estate,securities,74985750.92,0.6668,2024-12-24,current,0,,,
LOAN_002146,COMP_004236,50000000.0,0.065,12,working_capital,equipment,78733056.26,0.6351,2024-09-06,paid_off,0,,,
LOAN_002147,COMP_000822,100000.0,0.0947,24,working_capital,equipment,145937.16,0.6852,2023-02-26,paid_off,0,,,
LOAN_002148,COMP_003239,2279537.05,0.0718,36,refinancing,receivables,4274793.67,0.5333,2020-12-11,paid_off,0,,,
LOAN_002149,COMP_003293,14026961.71,0.0651,24,real_estate,securities,16191097.67,0.8663,2022-08-21,paid_off,0,,,
LOAN_002150,COMP_004945,6538272.03,0.0586,36,acquisition,securities,9414457.97,0.6945,2020-01-05,paid_off,0,,,
LOAN_002151,COMP_004743,172873.26,0.0547,12,refinancing,equipment,259032.93,0.6674,2024-02-06,paid_off,0,,,
LOAN_002152,COMP_004135,16536403.08,0.0519,36,acquisition,real_estate,18270857.7,0.9051,2023-03-23,current,0,,,
LOAN_002153,COMP_000665,50000000.0,0.0724,60,expansion,equipment,69865505.31,0.7157,2023-11-18,current,0,,,
LOAN_002154,COMP_001305,9741295.98,0.0746,24,real_estate,real_estate,17641501.27,0.5522,2024-10-13,current,0,,,
LOAN_002155,COMP_004732,8789111.5,0.0797,12,equipment,inventory,15749766.51,0.558,2020-08-06,paid_off,0,,,
LOAN_002156,COMP_002436,10907069.5,0.0583,12,working_capital,real_estate,20818515.32,0.5239,2023-07-06,paid_off,0,,,
LOAN_002157,COMP_003518,50000000.0,0.0687,12,expansion,unsecured,0.0,,2020-05-30,paid_off,0,,,
LOAN_002158,COMP_000469,6710749.85,0.0724,36,expansion,inventory,11975176.65,0.5604,2021-08-24,default,1,762,4687736.9,2023012.95
LOAN_002159,COMP_001374,50000000.0,0.0728,24,acquisition,inventory,71763793.78,0.6967,2021-06-26,paid_off,0,,,
LOAN_002160,COMP_004974,50000000.0,0.0741,24,acquisition,inventory,63258810.67,0.7904,2023-03-08,paid_off,0,,,
LOAN_002161,COMP_000669,1677273.96,0.0655,60,acquisition,real_estate,2610644.05,0.6425,2021-08-26,default,1,627,566287.66,1110986.3
LOAN_002162,COMP_003321,28469524.58,0.0837,36,equipment,unsecured,0.0,,2022-06-20,paid_off,0,,,
LOAN_002163,COMP_001827,6394937.71,0.0941,60,expansion,unsecured,0.0,,2020-02-01,paid_off,0,,,
LOAN_002164,COMP_000687,50000000.0,0.0486,24,acquisition,securities,61395494.14,0.8144,2021-01-04,paid_off,0,,,
LOAN_002165,COMP_003098,506003.05,0.0655,12,working_capital,inventory,936797.71,0.5401,2020-02-10,paid_off,0,,,
LOAN_002166,COMP_003680,8937222.93,0.0809,24,expansion,equipment,16058450.23,0.5565,2020-08-29,paid_off,0,,,
LOAN_002167,COMP_003986,19736500.66,0.0584,48,equipment,equipment,38920122.11,0.5071,2020-07-05,paid_off,0,,,
LOAN_002168,COMP_002578,50000000.0,0.0667,36,acquisition,unsecured,0.0,,2020-03-15,paid_off,0,,,
LOAN_002169,COMP_000844,50000000.0,0.0847,12,expansion,receivables,92526161.95,0.5404,2022-03-12,paid_off,0,,,
LOAN_002170,COMP_003707,50000000.0,0.0647,60,working_capital,unsecured,0.0,,2022-11-13,current,0,,,
LOAN_002171,COMP_001041,24236594.11,0.0878,12,equipment,equipment,42377454.18,0.5719,2021-04-06,paid_off,0,,,
LOAN_002172,COMP_001053,50000000.0,0.0846,12,refinancing,inventory,66970276.41,0.7466,2020-03-20,paid_off,0,,,
LOAN_002173,COMP_004162,22845537.78,0.0638,60,acquisition,securities,39345161.19,0.5806,2022-08-28,current,0,,,
LOAN_002174,COMP_003210,50000000.0,0.0673,24,real_estate,equipment,98677957.32,0.5067,2021-02-18,paid_off,0,,,
LOAN_002175,COMP_001293,6463541.66,0.0747,12,expansion,unsecured,0.0,,2022-08-11,paid_off,0,,,
LOAN_002176,COMP_002250,4059912.95,0.0713,36,working_capital,unsecured,0.0,,2021-11-11,paid_off,0,,,
LOAN_002177,COMP_003021,2274303.13,0.0926,24,real_estate,securities,3460366.25,0.6572,2024-06-07,default,1,550,843419.42,1430883.71
LOAN_002178,COMP_001243,50000000.0,0.0621,48,refinancing,equipment,96841515.11,0.5163,2021-07-25,paid_off,0,,,
LOAN_002179,COMP_004714,50000000.0,0.0676,36,acquisition,inventory,79640442.84,0.6278,2023-07-05,current,0,,,
LOAN_002180,COMP_004126,21702824.37,0.0642,60,equipment,unsecured,0.0,,2023-12-20,current,0,,,
LOAN_002181,COMP_001225,50000000.0,0.075,48,working_capital,inventory,90324017.02,0.5536,2024-05-10,current,0,,,
LOAN_002182,COMP_003149,7076939.8,0.0703,48,working_capital,inventory,9123620.48,0.7757,2020-05-03,paid_off,0,,,
LOAN_002183,COMP_001579,46178998.88,0.0707,12,acquisition,inventory,84413718.23,0.5471,2020-08-02,paid_off,0,,,
LOAN_002184,COMP_003345,33948995.8,0.0568,24,working_capital,unsecured,0.0,,2023-01-13,paid_off,0,,,
LOAN_002185,COMP_001477,50000000.0,0.0555,48,acquisition,equipment,98778867.11,0.5062,2023-09-23,default,1,468,23764572.13,26235427.87
LOAN_002186,COMP_004079,39223670.87,0.0557,12,acquisition,securities,53522888.25,0.7328,2023-11-28,paid_off,0,,,
LOAN_002187,COMP_000669,5571749.9,0.0628,36,acquisition,unsecured,0.0,,2021-11-24,paid_off,0,,,
LOAN_002188,COMP_003083,6919778.6,0.0839,12,equipment,receivables,12152663.6,0.5694,2022-01-22,paid_off,0,,,
LOAN_002189,COMP_002266,50000000.0,0.0612,60,acquisition,real_estate,84810470.73,0.5895,2024-03-27,current,0,,,
LOAN_002190,COMP_001244,50000000.0,0.0505,36,expansion,unsecured,0.0,,2023-01-25,current,0,,,
LOAN_002191,COMP_001386,4462270.02,0.0631,60,acquisition,equipment,8899538.91,0.5014,2021-05-24,current,0,,,
LOAN_002192,COMP_002669,50000000.0,0.0857,24,expansion,real_estate,65025258.74,0.7689,2023-08-11,paid_off,0,,,
LOAN_002193,COMP_001278,50000000.0,0.0626,60,acquisition,unsecured,0.0,,2023-04-14,current,0,,,
LOAN_002194,COMP_004078,2051018.55,0.0598,60,real_estate,securities,4077735.41,0.503,2020-04-15,paid_off,0,,,
LOAN_002195,COMP_004726,1217075.01,0.095,60,equipment,receivables,1729605.57,0.7037,2022-02-03,current,0,,,
LOAN_002196,COMP_004152,582882.93,0.0673,36,expansion,equipment,1027669.2,0.5672,2020-03-30,default,1,50,276469.76,306413.17
LOAN_002197,COMP_000816,50000000.0,0.0652,60,equipment,inventory,58316281.03,0.8574,2022-07-18,current,0,,,
LOAN_002198,COMP_004849,6374206.96,0.0533,12,equipment,inventory,11705131.18,0.5446,2023-04-13,paid_off,0,,,
LOAN_002199,COMP_002146,50000000.0,0.0669,12,equipment,equipment,85781850.05,0.5829,2024-09-15,paid_off,0,,,
LOAN_002200,COMP_003156,15149671.81,0.0572,12,acquisition,receivables,24239989.6,0.625,2024-11-11,paid_off,0,,,
LOAN_002201,COMP_003545,50000000.0,0.0535,12,acquisition,securities,92826647.14,0.5386,2024-10-23,paid_off,0,,,
LOAN_002202,COMP_002665,21376996.92,0.0725,36,expansion,real_estate,29835373.13,0.7165,2022-09-18,paid_off,0,,,
LOAN_002203,COMP_001200,6255675.57,0.0783,48,real_estate,receivables,8712597.92,0.718,2021-07-29,paid_off,0,,,
LOAN_002204,COMP_003459,32071242.27,0.0829,60,refinancing,securities,48818402.44,0.6569,2023-05-12,current,0,,,
LOAN_002205,COMP_001780,9420526.75,0.0682,12,working_capital,inventory,13730690.27,0.6861,2022-05-04,paid_off,0,,,
LOAN_002206,COMP_000486,50000000.0,0.0903,36,real_estate,equipment,61001784.22,0.8196,2022-04-20,paid_off,0,,,
LOAN_002207,COMP_000835,50000000.0,0.0686,36,acquisition,real_estate,63796206.19,0.7837,2024-12-09,current,0,,,
LOAN_002208,COMP_000178,20784981.13,0.0651,36,real_estate,real_estate,40720159.36,0.5104,2023-02-27,current,0,,,
LOAN_002209,COMP_000523,50000000.0,0.0574,48,real_estate,real_estate,72925961.05,0.6856,2023-02-26,default,1,177,15060054.27,34939945.73
LOAN_002210,COMP_001874,42978017.79,0.0899,60,working_capital,unsecured,0.0,,2023-09-03,current,0,,,
LOAN_002211,COMP_000190,50000000.0,0.0786,12,working_capital,inventory,87959147.33,0.5684,2024-12-04,paid_off,0,,,
LOAN_002212,COMP_004832,50000000.0,0.0694,60,working_capital,receivables,77027723.31,0.6491,2021-02-01,current,0,,,
LOAN_002213,COMP_004285,20125142.01,0.078,60,acquisition,real_estate,37338462.88,0.539,2021-08-21,current,0,,,
LOAN_002214,COMP_004239,23367627.31,0.0622,24,expansion,receivables,35599867.02,0.6564,2021-03-14,paid_off,0,,,
LOAN_002215,COMP_003324,50000000.0,0.0842,24,expansion,securities,77758173.28,0.643,2024-07-26,default,1,54,15342835.68,34657164.32
LOAN_002216,COMP_004039,7209517.15,0.0541,48,acquisition,securities,13221558.44,0.5453,2021-12-13,paid_off,0,,,
LOAN_002217,COMP_001482,7898731.16,0.0675,60,real_estate,receivables,15237315.23,0.5184,2024-05-23,current,0,,,
LOAN_002218,COMP_004851,50000000.0,0.0651,36,equipment,equipment,59505156.59,0.8403,2022-07-31,paid_off,0,,,
LOAN_002219,COMP_000741,50000000.0,0.0681,12,acquisition,securities,67003547.08,0.7462,2023-05-24,paid_off,0,,,
LOAN_002220,COMP_002728,8121105.03,0.0927,48,expansion,inventory,13997480.59,0.5802,2021-08-24,paid_off,0,,,
LOAN_002221,COMP_002565,50000000.0,0.0835,12,equipment,unsecured,0.0,,2021-03-08,default,1,287,42227456.29,7772543.71
LOAN_002222,COMP_003808,41026751.06,0.0784,36,refinancing,securities,47157042.39,0.87,2023-05-24,current,0,,,
LOAN_002223,COMP_002756,12599064.64,0.0879,36,working_capital,real_estate,14750388.58,0.8542,2023-02-05,default,1,514,4386858.21,8212206.43
LOAN_002224,COMP_004377,50000000.0,0.0794,24,acquisition,securities,85739216.03,0.5832,2021-12-20,paid_off,0,,,
LOAN_002225,COMP_002519,48493762.47,0.071,24,refinancing,equipment,91314752.71,0.5311,2024-08-16,current,0,,,
LOAN_002226,COMP_003133,50000000.0,0.0777,60,refinancing,real_estate,84228006.0,0.5936,2021-02-14,current,0,,,
LOAN_002227,COMP_003870,50000000.0,0.0657,36,acquisition,unsecured,0.0,,2021-03-29,paid_off,0,,,
LOAN_002228,COMP_000892,50000000.0,0.0706,36,equipment,securities,99353098.63,0.5033,2020-04-03,paid_off,0,,,
LOAN_002229,COMP_004060,50000000.0,0.0538,48,acquisition,receivables,68940134.63,0.7253,2020-04-27,paid_off,0,,,
LOAN_002230,COMP_001256,35504785.58,0.0646,12,acquisition,real_estate,68614899.19,0.5175,2021-05-04,paid_off,0,,,
LOAN_002231,COMP_000740,34355220.61,0.0911,36,working_capital,inventory,65518257.49,0.5244,2022-09-02,paid_off,0,,,
LOAN_002232,COMP_004355,9377821.01,0.0755,36,acquisition,unsecured,0.0,,2022-05-11,paid_off,0,,,
LOAN_002233,COMP_000859,3610065.91,0.0662,24,equipment,real_estate,6699736.14,0.5388,2020-10-31,paid_off,0,,,
LOAN_002234,COMP_004546,39099531.43,0.0786,24,acquisition,unsecured,0.0,,2024-04-08,current,0,,,
LOAN_002235,COMP_002376,50000000.0,0.0461,36,acquisition,real_estate,78969065.16,0.6332,2022-07-01,paid_off,0,,,
LOAN_002236,COMP_000276,42298963.75,0.0537,12,real_estate,receivables,71832868.08,0.5889,2022-09-14,paid_off,0,,,
LOAN_002237,COMP_001564,50000000.0,0.0793,48,real_estate,inventory,83893120.13,0.596,2022-10-14,current,0,,,
LOAN_002238,COMP_004811,7475626.77,0.0707,24,real_estate,real_estate,10631628.03,0.7031,2020-03-03,paid_off,0,,,
LOAN_002239,COMP_000319,37893572.17,0.0628,36,real_estate,equipment,54966946.8,0.6894,2023-05-08,current,0,,,
LOAN_002240,COMP_003509,19154703.88,0.0744,48,equipment,inventory,34601188.16,0.5536,2024-05-10,current,0,,,
LOAN_002241,COMP_002827,31550837.46,0.0805,24,expansion,equipment,59127511.58,0.5336,2020-01-18,paid_off,0,,,
LOAN_002242,COMP_003413,3632036.22,0.071,36,expansion,inventory,5444683.49,0.6671,2023-04-12,current,0,,,
LOAN_002243,COMP_003498,50000000.0,0.0649,24,working_capital,inventory,60844129.63,0.8218,2023-12-09,paid_off,0,,,
LOAN_002244,COMP_004740,14287791.17,0.0911,12,real_estate,receivables,23769686.09,0.6011,2022-11-07,paid_off,0,,,
LOAN_002245,COMP_004291,6182242.3,0.058,12,refinancing,securities,7570872.78,0.8166,2021-06-30,paid_off,0,,,
LOAN_002246,COMP_004946,45549699.26,0.087,12,real_estate,securities,60378982.39,0.7544,2023-12-10,paid_off,0,,,
LOAN_002247,COMP_001504,50000000.0,0.0542,24,equipment,receivables,64182675.4,0.779,2020-03-09,paid_off,0,,,
LOAN_002248,COMP_001616,32745822.93,0.0662,36,working_capital,securities,55408090.82,0.591,2021-07-17,paid_off,0,,,
LOAN_002249,COMP_001569,50000000.0,0.0621,36,expansion,unsecured,0.0,,2024-03-12,current,0,,,
LOAN_002250,COMP_003569,50000000.0,0.0676,36,acquisition,unsecured,0.0,,2020-03-20,paid_off,0,,,
LOAN_002251,COMP_002726,15182560.39,0.0642,60,refinancing,receivables,18310815.48,0.8292,2024-03-16,current,0,,,
LOAN_002252,COMP_000380,19451241.1,0.0708,12,acquisition,real_estate,25298406.1,0.7689,2024-03-07,paid_off,0,,,
LOAN_002253,COMP_004120,6615113.96,0.0646,60,acquisition,securities,9182538.04,0.7204,2022-10-07,restructured,0,,,
LOAN_002254,COMP_001093,50000000.0,0.0643,12,acquisition,securities,70189379.22,0.7124,2024-11-27,paid_off,0,,,
LOAN_002255,COMP_003040,50000000.0,0.0622,12,acquisition,real_estate,93976166.29,0.532,2023-02-08,paid_off,0,,,
LOAN_002256,COMP_004173,4200965.97,0.0673,24,working_capital,receivables,5170288.58,0.8125,2022-02-07,paid_off,0,,,
LOAN_002257,COMP_000576,50000000.0,0.0717,60,working_capital,real_estate,57057446.35,0.8763,2020-08-02,paid_off,0,,,
LOAN_002258,COMP_004916,19601266.17,0.0914,36,working_capital,securities,32823489.33,0.5972,2022-08-28,paid_off,0,,,
LOAN_002259,COMP_002071,50000000.0,0.0459,24,equipment,receivables,74972257.4,0.6669,2022-01-23,paid_off,0,,,
LOAN_002260,COMP_003758,50000000.0,0.061,36,working_capital,inventory,57707994.75,0.8664,2020-12-24,paid_off,0,,,
LOAN_002261,COMP_001501,6387405.35,0.0604,24,real_estate,real_estate,10616660.65,0.6016,2022-11-09,paid_off,0,,,
LOAN_002262,COMP_002331,50000000.0,0.0668,60,working_capital,equipment,78678758.61,0.6355,2020-10-31,paid_off,0,,,
LOAN_002263,COMP_001782,50000000.0,0.0612,36,expansion,receivables,76123915.75,0.6568,2020-09-13,paid_off,0,,,
LOAN_002264,COMP_000851,449752.24,0.0711,12,refinancing,unsecured,0.0,,2021-12-04,paid_off,0,,,
LOAN_002265,COMP_000700,20689829.79,0.0744,24,working_capital,securities,34716813.09,0.596,2020-12-05,paid_off,0,,,
LOAN_002266,COMP_000148,50000000.0,0.0762,48,refinancing,real_estate,79654644.7,0.6277,2020-04-19,paid_off,0,,,
LOAN_002267,COMP_002304,16271034.41,0.0688,60,real_estate,equipment,22734079.4,0.7157,2022-04-30,current,0,,,
LOAN_002268,COMP_004806,50000000.0,0.0855,24,working_capital,inventory,86604540.12,0.5773,2023-11-26,paid_off,0,,,
LOAN_002269,COMP_002257,30277191.16,0.0848,48,real_estate,securities,50768163.18,0.5964,2022-05-14,default,1,541,14572445.56,15704745.6
LOAN_002270,COMP_001766,22256103.86,0.0673,60,acquisition,real_estate,30010341.89,0.7416,2024-11-21,current,0,,,
LOAN_002271,COMP_000641,50000000.0,0.0709,48,real_estate,receivables,81270031.63,0.6152,2021-10-04,paid_off,0,,,
LOAN_002272,COMP_001632,6556027.11,0.0731,60,working_capital,unsecured,0.0,,2020-08-09,paid_off,0,,,
LOAN_002273,COMP_001108,50000000.0,0.08,36,real_estate,securities,97843474.67,0.511,2023-02-12,default,1,128,22297379.04,27702620.96
LOAN_002274,COMP_000388,2551294.58,0.0662,60,refinancing,securities,2921188.13,0.8734,2020-04-19,paid_off,0,,,
LOAN_002275,COMP_003805,40251733.61,0.0457,60,expansion,securities,50308413.11,0.8001,2020-12-29,paid_off,0,,,
LOAN_002276,COMP_001477,50000000.0,0.0486,12,expansion,real_estate,93762951.08,0.5333,2021-12-18,paid_off,0,,,
LOAN_002277,COMP_001231,29877837.94,0.0706,60,equipment,real_estate,45174096.99,0.6614,2023-12-11,current,0,,,
LOAN_002278,COMP_000893,14477688.53,0.0538,24,equipment,receivables,28911921.53,0.5008,2022-06-18,paid_off,0,,,
LOAN_002279,COMP_003712,50000000.0,0.0754,12,acquisition,inventory,59918776.58,0.8345,2022-07-20,paid_off,0,,,
LOAN_002280,COMP_004077,16370694.18,0.0657,48,working_capital,receivables,31296327.57,0.5231,2020-08-27,paid_off,0,,,
LOAN_002281,COMP_002382,50000000.0,0.0839,48,working_capital,equipment,75359192.52,0.6635,2024-09-03,current,0,,,
LOAN_002282,COMP_004337,50000000.0,0.0733,36,acquisition,unsecured,0.0,,2024-01-15,current,0,,,
LOAN_002283,COMP_003332,50000000.0,0.0887,48,real_estate,equipment,60336864.28,0.8287,2021-08-01,paid_off,0,,,
LOAN_002284,COMP_000986,50000000.0,0.0752,60,expansion,securities,82219045.28,0.6081,2021-03-05,current,0,,,
LOAN_002285,COMP_001526,16014602.8,0.0518,36,real_estate,receivables,28847173.22,0.5552,2022-12-29,paid_off,0,,,
LOAN_002286,COMP_000295,16029017.69,0.0512,36,working_capital,receivables,23944445.71,0.6694,2022-01-09,paid_off,0,,,
LOAN_002287,COMP_003077,50000000.0,0.0513,60,real_estate,inventory,74366701.94,0.6723,2022-12-13,current,0,,,
LOAN_002288,COMP_000505,50000000.0,0.0611,60,refinancing,receivables,89907924.45,0.5561,2021-06-23,current,0,,,
LOAN_002289,COMP_004377,50000000.0,0.0736,36,equipment,real_estate,94853476.7,0.5271,2022-10-05,paid_off,0,,,
LOAN_002290,COMP_001729,50000000.0,0.0723,48,expansion,real_estate,71129540.16,0.7029,2020-11-07,paid_off,0,,,
LOAN_002291,COMP_002922,50000000.0,0.0733,24,expansion,receivables,56093111.34,0.8914,2024-05-14,current,0,,,
LOAN_002292,COMP_000771,16055180.43,0.0593,60,refinancing,inventory,31733819.28,0.5059,2024-08-17,current,0,,,
LOAN_002293,COMP_004435,50000000.0,0.0628,48,working_capital,inventory,81953209.06,0.6101,2024-04-05,current,0,,,
LOAN_002294,COMP_000327,21265188.54,0.0706,12,acquisition,receivables,26669586.72,0.7974,2022-03-11,paid_off,0,,,
LOAN_002295,COMP_001128,37861689.28,0.0802,36,working_capital,inventory,53846267.04,0.7031,2024-06-18,current,0,,,
LOAN_002296,COMP_001201,41013295.59,0.0858,24,equipment,securities,58807369.66,0.6974,2023-10-16,paid_off,0,,,
LOAN_002297,COMP_004193,50000000.0,0.0542,36,acquisition,receivables,83063235.29,0.602,2023-11-22,default,1,73,24897885.45,25102114.55
LOAN_002298,COMP_004539,5385053.66,0.0826,60,acquisition,equipment,7601473.69,0.7084,2024-04-02,current,0,,,
LOAN_002299,COMP_000239,50000000.0,0.0776,36,working_capital,receivables,62641727.66,0.7982,2023-11-28,current,0,,,
LOAN_002300,COMP_004493,50000000.0,0.0561,12,refinancing,securities,71532291.36,0.699,2021-11-01,paid_off,0,,,
LOAN_002301,COMP_001887,1764323.07,0.0905,36,expansion,inventory,2490637.9,0.7084,2021-02-28,paid_off,0,,,
LOAN_002302,COMP_004300,50000000.0,0.0601,36,acquisition,real_estate,58469159.39,0.8552,2024-01-03,current,0,,,
LOAN_002303,COMP_000656,1827950.65,0.0866,36,refinancing,unsecured,0.0,,2022-08-04,paid_off,0,,,
LOAN_002304,COMP_004657,50000000.0,0.0534,24,real_estate,equipment,90494485.7,0.5525,2020-08-01,paid_off,0,,,
LOAN_002305,COMP_002015,13957192.89,0.0548,24,refinancing,securities,24571780.19,0.568,2023-05-19,paid_off,0,,,
LOAN_002306,COMP_001740,49629997.65,0.0485,36,acquisition,inventory,86609998.6,0.573,2022-01-01,paid_off,0,,,
LOAN_002307,COMP_003338,44217746.85,0.0718,48,acquisition,real_estate,73365100.64,0.6027,2021-01-30,paid_off,0,,,
LOAN_002308,COMP_004718,50000000.0,0.0563,36,working_capital,receivables,97172511.77,0.5145,2024-03-19,default,1,508,20251344.86,29748655.14
LOAN_002309,COMP_003238,50000000.0,0.077,36,acquisition,real_estate,76763199.68,0.6514,2023-05-02,current,0,,,
LOAN_002310,COMP_002176,50000000.0,0.0502,12,expansion,equipment,71552966.91,0.6988,2022-11-15,paid_off,0,,,
LOAN_002311,COMP_003118,936293.45,0.0645,24,working_capital,receivables,1678056.78,0.558,2024-01-11,paid_off,0,,,
LOAN_002312,COMP_004247,3773297.61,0.0669,24,real_estate,receivables,5568461.97,0.6776,2022-08-05,paid_off,0,,,
LOAN_002313,COMP_000899,999351.97,0.0792,60,expansion,equipment,1283764.23,0.7785,2023-05-22,current,0,,,
LOAN_002314,COMP_004021,3139465.84,0.0912,12,expansion,unsecured,0.0,,2022-09-14,paid_off,0,,,
LOAN_002315,COMP_000581,50000000.0,0.0476,24,expansion,receivables,81361436.52,0.6145,2020-07-08,paid_off,0,,,
LOAN_002316,COMP_004450,50000000.0,0.0638,48,expansion,receivables,71876711.53,0.6956,2021-01-01,paid_off,0,,,
LOAN_002317,COMP_003947,50000000.0,0.0598,60,real_estate,receivables,57163035.29,0.8747,2020-12-31,paid_off,0,,,
LOAN_002318,COMP_000833,2767818.63,0.0775,36,working_capital,receivables,4647970.81,0.5955,2021-07-09,default,1,231,1668131.8,1099686.83
LOAN_002319,COMP_003736,45095724.3,0.0773,60,refinancing,equipment,59992863.59,0.7517,2023-05-14,current,0,,,
LOAN_002320,COMP_001974,12573505.93,0.069,48,real_estate,inventory,23296939.69,0.5397,2023-12-17,current,0,,,
LOAN_002321,COMP_002470,50000000.0,0.0691,36,working_capital,inventory,61444119.75,0.8137,2020-01-27,paid_off,0,,,
LOAN_002322,COMP_001709,23582104.29,0.054,36,equipment,unsecured,0.0,,2022-11-25,paid_off,0,,,
LOAN_002323,COMP_004283,36475496.77,0.0714,48,equipment,receivables,48182835.1,0.757,2021-05-04,paid_off,0,,,
LOAN_002324,COMP_003234,7298926.42,0.0787,48,working_capital,securities,13334694.72,0.5474,2021-08-05,paid_off,0,,,
LOAN_002325,COMP_002301,50000000.0,0.0809,48,equipment,receivables,61952380.1,0.8071,2022-01-21,paid_off,0,,,
LOAN_002326,COMP_002018,50000000.0,0.0668,36,real_estate,unsecured,0.0,,2024-07-02,current,0,,,
LOAN_002327,COMP_003018,20502280.51,0.0502,36,refinancing,equipment,26049033.61,0.7871,2022-11-26,paid_off,0,,,
LOAN_002328,COMP_004754,50000000.0,0.0746,48,refinancing,real_estate,94014061.24,0.5318,2023-12-12,current,0,,,
LOAN_002329,COMP_000205,39682934.39,0.0793,24,working_capital,unsecured,0.0,,2024-07-24,current,0,,,
LOAN_002330,COMP_001495,22080710.28,0.0923,36,working_capital,equipment,29367157.34,0.7519,2020-06-24,paid_off,0,,,
