company_id,company_name,industry,years_in_business,employee_count,annual_revenue,net_income,total_assets,total_liabilities,current_ratio,quick_ratio,debt_to_equity,interest_coverage_ratio,region,country
COMP_001193,Rogers Group,technology,8,1028,173595645.42,22078478.46,197442183.6,105017036.01,3.0895,2.6758,1.1362,4.046,Asia Pacific,Australia
COMP_001194,ExpertNeed Inc,transportation,16,4541,624706362.59,60896740.87,585406896.34,311949398.32,2.4333,1.2791,1.1408,5.361,North America,United States
COMP_001195,Joseph-Ray,manufacturing,34,757,101026647.29,11430315.19,67161132.18,31819370.69,2.2059,1.2429,0.9003,9.4933,Europe,France
COMP_001196,BallModel Group,retail,7,1827,436025329.46,24692677.41,261493509.91,92265199.93,3.0073,2.4925,0.5452,7.196,Latin America,Brazil
COMP_001197,MuchHere Inc,financial_services,3,25450,4867709956.2,185268253.57,2892301337.11,1940250028.97,1.6844,1.2084,2.038,3.3034,North America,United States
COMP_001198,Porter & Bradley LLC,construction,18,1537,484594538.37,74314072.28,381729741.8,219323010.94,2.4978,2.1644,1.3505,11.7767,North America,Canada
COMP_001199,Moore & Ayala PLC,financial_services,22,11812,3750762640.4,514518997.44,5347683867.91,2327474997.76,3.034,2.3345,0.7706,5.6197,North America,Canada
COMP_001200,"Sharp, Perez and Hicks",retail,49,120,66782947.59,10186687.53,84375876.73,34458096.36,2.7192,2.3205,0.6903,9.2784,Europe,United Kingdom
COMP_001201,Trevino Inc,hospitality,30,448,151894375.99,20735901.62,90356328.8,37425675.7,2.7745,1.6077,0.7071,10.3383,Europe,Netherlands
COMP_001202,Sanchez Group,energy,15,2923,294639818.77,8134178.59,265448358.49,74992529.65,1.1871,0.6334,0.3938,2.7114,Latin America,Mexico
COMP_001203,HimselfIdentify and Sons,transportation,33,200,31902316.01,5037600.27,19121846.87,8996667.23,2.54,1.2785,0.8885,8.2925,North America,United States
COMP_001204,White Inc,construction,8,1249,165187058.48,14504680.19,94048916.02,49839324.56,0.9283,0.7198,1.1273,7.2876,Latin America,Mexico
COMP_001205,OnSuggest Ltd,construction,1,2181,246878379.25,27268009.16,162400634.04,87519550.7,2.1736,1.3874,1.1688,5.0242,North America,United States
COMP_001206,Yang & Barnes LLC,healthcare,35,6430,771555380.72,53692526.92,910901156.83,373072619.21,2.0208,1.0317,0.6937,5.0922,Europe,Germany
COMP_001207,Butler Ltd,retail,39,742,342281097.55,40357157.59,474189475.2,150244831.49,1.8266,1.16,0.4638,8.8403,North America,Canada
COMP_001208,Flores & Mckenzie PLC,technology,24,457,223505450.48,27346911.36,134074229.96,46657480.73,2.4482,1.6114,0.5337,12.4382,North America,United States
COMP_001209,Watson PLC,construction,50,252,140445199.81,21917845.24,73598264.29,39892566.24,3.542,1.8495,1.1836,8.3445,Latin America,Chile
COMP_001210,"Winters, White and Brock",construction,10,732,498576627.58,54363824.45,818655137.34,553512137.05,1.4585,1.2851,2.0876,2.3379,Asia Pacific,Singapore
COMP_001211,AnyInstitution Inc,hospitality,36,727,85810079.14,4514554.76,63185674.06,24978785.57,3.4637,2.3199,0.6538,4.2734,Europe,Switzerland
COMP_001212,Wiley & Cline LLC,technology,8,2084,226242125.14,11179549.7,122654989.03,38521387.74,2.1965,1.4914,0.4579,8.229,Latin America,Chile
COMP_001213,Murphy PLC,construction,3,478,85993791.49,3516906.3,58590716.3,36456075.07,1.1214,0.6067,1.647,3.0644,North America,United States
COMP_001214,Smith-Gonzalez,financial_services,19,24470,3976099648.26,443991253.32,2089997397.39,1004047516.06,2.3089,1.3902,0.9246,7.2454,Latin America,Chile
COMP_001215,OrganizationStill LLC,financial_services,36,20194,3471474306.65,430854722.08,2117731474.28,1013813294.77,2.9731,2.3917,0.9184,6.6808,Asia Pacific,Australia
COMP_001216,Stevenson and Sons,professional_services,25,202,22466576.47,2770964.93,16603268.36,4765440.08,2.6569,1.6413,0.4026,9.6293,Europe,Germany
COMP_001217,Marshall PLC,manufacturing,50,1147,173938280.78,26074057.36,208423673.19,102079453.28,3.2601,2.1906,0.9599,5.5734,North America,Canada
COMP_001218,Bonilla & Cuevas and Sons,hospitality,31,826,136419361.11,6572702.19,93414935.56,36086010.15,2.2346,1.9143,0.6295,3.8027,Europe,France
COMP_001219,SignificantWear PLC,hospitality,39,1109,131247731.64,7662503.27,87195058.29,37735233.81,2.0748,1.2398,0.7629,3.4754,North America,Canada
COMP_001220,SoonStyle and Sons,construction,43,885,140263465.86,5944032.36,196534298.18,90886455.92,2.7846,1.7725,0.8603,2.2777,Europe,Netherlands
COMP_001221,Smith Group,hospitality,44,1152,190221848.89,8915986.0,127547717.4,34427573.51,2.6148,1.9066,0.3697,6.5348,Europe,United Kingdom
COMP_001222,AgentEarly PLC,healthcare,44,1334,155302602.32,23850723.38,85170571.61,41331329.83,3.3487,2.0945,0.9428,13.4887,North America,Canada
COMP_001223,Reed Ltd,construction,35,1701,219005726.52,10345067.96,158537035.1,77271957.98,3.4703,2.1126,0.9509,2.9281,Europe,Netherlands
COMP_001224,Wiley LLC,technology,43,1329,471864344.16,74056470.91,409827800.36,149593439.6,3.5718,1.8753,0.5748,16.2461,Latin America,Chile
COMP_001225,Smith Ltd,retail,40,767,211024203.83,16087470.94,107982811.2,55440958.71,1.177,0.6197,1.0552,6.1906,Asia Pacific,Japan
COMP_001226,Bennett & Rojas LLC,energy,4,48471,6403333179.26,444640166.06,3856311107.67,2786487596.8,2.0649,1.7525,2.6046,3.1166,Europe,United Kingdom
COMP_001227,Harris and Sons,financial_services,18,15686,1993996045.83,51317761.31,1604305192.39,642918088.45,1.8025,1.0183,0.6687,2.1942,Europe,Netherlands
COMP_001228,Barnes Inc,manufacturing,39,5466,555688252.67,25229427.48,1050065832.9,520384736.85,3.1732,2.2112,0.9824,1.781,Latin America,Brazil
COMP_001229,Kaufman & Thomas LLC,financial_services,2,20767,4920048463.32,296102569.98,3825936987.0,2278577772.21,0.9762,0.5643,1.4726,4.1308,Europe,France
COMP_001230,Davis & Morse PLC,retail,23,351,205848335.14,34349463.74,186800570.54,72759138.32,3.6917,2.5314,0.638,12.9288,Europe,United Kingdom
COMP_001231,Gutierrez & Huang Group,technology,25,935,447155502.64,18587683.8,275086871.58,86969086.89,2.508,1.9258,0.4623,6.835,Asia Pacific,Hong Kong
COMP_001232,SmallBecome PLC,transportation,5,2085,237655059.83,29063755.46,180344582.77,83882454.78,2.2614,1.7874,0.8696,10.0463,North America,United States
COMP_001233,Davis and Sons,hospitality,3,227,43407836.1,5468961.26,67637223.41,31625721.79,3.1233,1.8571,0.8782,5.197,North America,Canada
COMP_001234,Walsh & Foster PLC,manufacturing,30,419,71956824.94,10043947.17,57589073.33,23282401.52,3.6574,1.9387,0.6787,7.0725,Latin America,Chile
COMP_001235,Bradley & Graham and Sons,healthcare,41,5110,653408491.25,35393910.56,510819893.83,281756548.03,1.5308,1.0998,1.23,2.8791,Latin America,Brazil
COMP_001236,Carter LLC,hospitality,16,89,74336742.4,11153427.58,41948056.33,13691016.95,2.8512,1.7888,0.4845,26.7882,Latin America,Chile
COMP_001237,Howe Group,construction,44,1855,432857333.67,72992059.26,637969277.42,250761990.91,1.2147,1.0257,0.6476,6.4696,Europe,United Kingdom
COMP_001238,SchoolTheory Ltd,construction,35,2119,239238903.81,11102168.04,160739316.8,47370018.95,1.6804,1.075,0.4178,4.5141,Latin America,Chile
COMP_001239,Nguyen & Chavez and Sons,technology,50,4761,484128520.53,36923494.14,244101278.11,131780224.05,3.0041,1.9886,1.1732,8.2975,Europe,United Kingdom
COMP_001240,BadYet and Sons,energy,37,12287,1895978881.25,163200456.88,1599862582.36,688156528.93,1.1528,0.8487,0.7548,4.3631,Latin America,Chile
COMP_001241,CenturyState PLC,hospitality,2,851,173856010.42,21015208.65,251851672.4,194989586.03,2.7521,2.2549,3.4292,2.4661,Europe,Switzerland
COMP_001242,Moore and Sons,hospitality,19,640,155542773.71,19141102.81,164212208.9,73014663.58,3.42,2.5441,0.8006,5.3716,North America,Canada
COMP_001243,Owens-Russell,technology,45,3627,385690000.48,48656308.63,605005283.9,324021346.87,1.7129,1.2292,1.1532,3.8579,Europe,United Kingdom
COMP_001244,"Howard, Townsend and Hayes",financial_services,25,9926,4225468308.3,615729650.15,2172158482.94,565443152.36,2.8356,2.5218,0.3519,20.9039,Latin America,Chile
COMP_001245,Ford & Phelps Inc,hospitality,32,699,152443774.2,20746408.6,208577656.74,105729722.57,1.9555,1.429,1.028,4.6874,Asia Pacific,Japan
COMP_001246,Moore Ltd,retail,24,1921,313857720.17,10072332.99,347191268.29,86647580.95,3.5989,2.3182,0.3326,2.4105,Asia Pacific,Hong Kong
COMP_001247,Torres & Bush PLC,healthcare,11,859,135588653.29,7792900.07,103293430.99,61885635.49,1.8102,1.1763,1.4945,4.1324,Latin America,Mexico
COMP_001248,Williams & Huff LLC,manufacturing,23,633,74727097.19,11427945.76,52733111.53,15789371.67,1.7453,1.5371,0.4274,12.3737,Asia Pacific,Hong Kong
COMP_001249,ChooseBenefit Ltd,retail,35,2670,460582228.21,80064875.49,244255600.44,131666377.4,2.0129,1.1389,1.1694,18.9675,Asia Pacific,Australia
COMP_001250,EnergyHeart Group,transportation,12,3578,620483811.38,89577113.52,611298434.26,215414760.49,2.4379,1.6125,0.5441,8.1413,Europe,France
COMP_001251,MustAppear Ltd,healthcare,15,7613,797554604.52,115680812.09,417705817.29,128751896.96,2.8951,1.8751,0.4456,29.7793,Asia Pacific,Hong Kong
COMP_001252,Evans and Sons,technology,40,2252,241279653.4,17852006.7,195899118.99,89649897.8,3.3991,2.0044,0.8438,6.0661,North America,United States
COMP_001253,Johnson Group,transportation,39,574,126135107.07,12555848.99,221159777.35,89988504.53,3.0554,2.239,0.686,4.0258,Asia Pacific,Australia
COMP_001254,Bond PLC,energy,19,9782,1295598632.42,120742032.64,1308484924.13,462558966.51,1.3311,1.0537,0.5468,6.5582,Latin America,Mexico
COMP_001255,Adkins and Sons,retail,28,3280,343411513.04,32206158.56,351863141.45,86255084.29,2.8154,2.4806,0.3247,11.1067,North America,Canada
COMP_001256,Davis Inc,technology,50,1686,215722641.55,17085682.61,182052187.44,79562268.27,3.7512,2.0587,0.7763,4.5931,North America,United States
COMP_001257,SummerStudent and Sons,financial_services,24,4795,1010618386.23,44714849.9,571922984.16,233670910.48,3.4895,2.2309,0.6908,5.8721,Asia Pacific,Hong Kong
COMP_001258,CampaignActually Inc,professional_services,33,290,49413657.4,4388919.91,30288462.37,12492560.14,1.8395,1.5544,0.702,10.6006,Asia Pacific,Singapore
COMP_001259,Anderson Group,professional_services,28,57,6888789.24,1201869.99,4064413.42,1388178.98,3.0783,2.2947,0.5187,23.1148,North America,United States
COMP_001260,Watson & Mccoy Ltd,energy,2,56222,5840615449.05,184942386.54,3287672757.82,2490331097.34,0.9212,0.7559,3.1233,2.4191,Europe,United Kingdom
COMP_001261,BecomePass PLC,healthcare,21,969,272648437.41,43482974.75,451506463.27,109166273.87,2.0122,1.0333,0.3189,10.9605,Europe,United Kingdom
COMP_001262,Lowery-Jones,hospitality,34,805,159714261.03,19203681.25,148056517.55,64906189.6,3.0899,1.723,0.7806,4.8618,Europe,Netherlands
COMP_001263,Osborn and Sons,financial_services,42,14881,1558706175.03,137901220.81,961956376.19,270805821.95,3.4595,3.0925,0.3918,8.9798,Asia Pacific,Australia
COMP_001264,Orr Group,hospitality,14,209,91588809.67,12334816.41,120620965.03,57410539.32,3.1411,2.4966,0.9082,6.2616,Europe,Switzerland
COMP_001265,Lamb & Davis LLC,financial_services,40,82,67986494.14,2613824.9,63793087.72,15475995.9,1.297,0.7755,0.3203,4.781,Latin America,Mexico
COMP_001266,Williams Group,transportation,26,437,81722418.92,8573848.98,129586926.59,50011325.91,3.2906,2.8297,0.6285,4.1029,Asia Pacific,Singapore
COMP_001267,Williams & Glass Group,manufacturing,37,3585,791062177.25,135250657.49,800547578.78,350604363.14,2.5013,2.0265,0.7792,7.0575,Europe,United Kingdom
COMP_001268,Underwood & Foster Inc,transportation,8,1907,485139446.37,48391909.57,635562055.33,319167418.82,1.4259,0.9656,1.0088,3.1891,Europe,United Kingdom
COMP_001269,Reyes & Simmons LLC,manufacturing,37,8143,1204040890.76,208311207.19,645784520.72,199231963.31,2.2181,1.261,0.4462,30.8098,Asia Pacific,Japan
COMP_001270,DifficultWhen and Sons,hospitality,36,354,59040853.16,2742104.08,31999424.56,11008851.76,2.0802,1.8423,0.5245,4.7279,Europe,France
COMP_001271,FaceFar Group,financial_services,27,21352,3477959611.77,149748495.59,2191283658.06,850587909.8,3.1669,2.2081,0.6344,5.5807,Europe,United Kingdom
COMP_001272,Stephenson & Johnson PLC,financial_services,37,11534,4302010761.97,647362708.65,2587836852.52,1127230960.51,3.1136,1.7815,0.7718,12.1021,Latin America,Brazil
COMP_001273,PracticeElse Ltd,transportation,5,5764,782052479.0,28908163.14,784669673.95,489129357.82,2.2693,1.8243,1.655,1.87,Europe,Netherlands
COMP_001274,Phillips Group,manufacturing,38,406,88841462.44,15315629.46,46302790.69,18801821.03,1.4137,0.7227,0.6837,13.9644,Europe,France
COMP_001275,UsOil Group,hospitality,13,691,96620882.5,4355292.58,52941289.42,20210715.73,2.413,1.792,0.6175,3.9531,Latin America,Mexico
COMP_001276,AskBegin LLC,hospitality,23,25,21881105.51,1155461.71,15026779.7,5502666.16,1.2141,1.014,0.5778,4.3085,North America,United States
COMP_001277,Reyes Group,retail,25,1084,122538417.9,15278514.84,71160145.73,36552077.79,2.6812,1.458,1.0562,13.6787,Europe,Germany
COMP_001278,Gonzalez & Wilkerson PLC,technology,50,2615,493344634.04,23324149.55,361217526.03,176762000.2,3.1271,2.2977,0.9583,3.5927,Asia Pacific,Australia
COMP_001279,Wright & Mcknight PLC,technology,40,330,72105275.91,10990781.56,38610968.61,16390191.54,3.8776,2.067,0.7376,11.4225,North America,United States
COMP_001280,Norton Group,manufacturing,8,6470,1002787425.37,45189866.53,1480962267.79,885175524.42,2.6218,1.7937,1.4857,2.0214,North America,United States
COMP_001281,Casey & Howard PLC,healthcare,8,5823,620064955.65,41511017.74,944129608.85,653268462.08,0.9991,0.7463,2.246,2.8655,Asia Pacific,Hong Kong
COMP_001282,StationMemory LLC,professional_services,48,625,70395264.57,9702595.21,126716270.23,53601340.92,2.2739,1.4438,0.7331,4.2506,Latin America,Chile
COMP_001283,WhileOthers PLC,hospitality,7,981,112370088.01,4167245.03,66986579.04,26304434.41,1.103,0.5615,0.6466,3.6932,Europe,France
COMP_001284,Morris LLC,manufacturing,10,251,29443986.36,2871437.14,27689434.15,8496390.99,3.0028,1.734,0.4427,5.8694,Asia Pacific,Hong Kong
COMP_001285,CoupleAgree LLC,technology,14,338,163904192.81,20009511.69,121113996.49,48814738.26,3.0423,2.2312,0.6752,6.8697,Europe,Netherlands
COMP_001286,Harper & Johnson LLC,retail,28,2336,259820398.41,44139936.7,196158603.02,80951631.59,2.1479,1.7291,0.7027,16.0704,Asia Pacific,Japan
COMP_001287,Brown Group,technology,10,286,44845383.07,6669091.45,23661640.55,11096928.84,1.8354,1.0366,0.8832,15.4655,North America,United States
COMP_001288,Moreno & Wang and Sons,transportation,47,1383,357120661.9,48768901.07,568608798.57,214015049.59,2.7297,1.8151,0.6035,7.3873,North America,Canada
COMP_001289,Garcia Ltd,technology,15,162,17568351.29,2148112.95,9761922.58,2749522.36,1.1381,0.5767,0.3921,17.3846,Latin America,Chile
COMP_001290,EffectExactly PLC,energy,28,7912,831856046.69,135854266.76,864365712.58,225394046.02,2.3064,1.7779,0.3527,8.4923,Latin America,Brazil
COMP_001291,"Brown, Davies and Robinson",transportation,7,1154,402954043.44,14314615.86,234940582.2,120707831.42,0.8906,0.461,1.0567,4.4443,North America,United States
COMP_001292,Bradford & Salinas LLC,hospitality,15,137,27410435.05,996477.26,24964932.44,13601891.99,1.2225,0.6904,1.197,2.3303,North America,Canada
COMP_001293,Mcconnell & Frey and Sons,professional_services,2,84,56970314.4,6359757.95,86022476.68,43615254.89,0.9618,0.5134,1.0285,3.5946,North America,United States
COMP_001294,Thompson & Watkins Ltd,energy,6,14012,6910176442.92,927798482.28,4018722651.52,1801582637.05,3.198,2.8192,0.8126,10.3116,Latin America,Brazil
COMP_001295,Wolfe PLC,technology,2,507,400492762.86,31443619.34,518377649.66,308281751.61,2.0207,1.2976,1.4673,2.9602,Asia Pacific,Hong Kong
COMP_001296,Warner LLC,hospitality,1,348,40829898.6,2122301.57,20418644.06,14973490.25,2.5471,1.8919,2.7499,4.8707,Latin America,Mexico
COMP_001297,Meza PLC,construction,10,416,87903878.22,2660089.47,63803841.39,32530156.68,3.0217,2.3563,1.0402,2.3342,Asia Pacific,Hong Kong
COMP_001298,ChangeOrder and Sons,financial_services,22,625,531793523.27,64765363.75,989567272.89,258969356.86,1.3731,0.932,0.3545,5.5941,Asia Pacific,Japan
COMP_001299,Copeland Group,professional_services,16,244,63824809.83,6483875.31,33377425.15,9609912.63,2.9423,2.3624,0.4043,10.3082,Asia Pacific,Japan
COMP_001300,"Parker, Henry and Davis",energy,12,40796,7079433478.54,187736270.61,5000173366.64,2403608519.58,3.0411,1.8826,0.9257,2.221,Latin America,Chile
COMP_001301,Hall and Sons,retail,42,162,17729900.12,605626.96,14838330.39,5645770.31,1.384,0.9215,0.6142,2.8834,North America,Canada
COMP_001302,AgainNew Group,manufacturing,14,5428,1873062370.02,167990733.9,971092589.3,441349805.25,2.488,1.4911,0.8331,6.425,Latin America,Brazil
COMP_001303,Smith & Hardin and Sons,professional_services,37,12,5671142.72,942925.38,2844808.66,1088827.06,1.0819,0.8489,0.6201,12.3281,Latin America,Chile
COMP_001304,Drake LLC,transportation,4,1012,545883371.95,41804485.96,315590491.7,182463865.83,1.248,0.6684,1.3706,7.8599,North America,Canada
COMP_001305,"Thompson, Lang and Oneill",retail,24,621,355112138.69,46433753.35,218343979.24,92337666.4,2.7431,2.3425,0.7328,8.2672,Europe,United Kingdom
COMP_001306,ArtistAge and Sons,technology,47,3941,435613592.75,67284755.36,346971338.53,148520098.89,1.8687,1.4288,0.7484,15.498,North America,Canada
COMP_001307,Willis and Sons,hospitality,9,624,143103299.49,5734901.87,210333335.03,145612858.52,3.114,2.2071,2.2499,1.4822,Latin America,Chile
COMP_001308,Schroeder PLC,hospitality,12,709,160543888.53,4678858.69,298109822.22,147682554.23,2.0312,1.2757,0.9818,1.6318,Europe,Germany
COMP_001309,Yu-Brooks,financial_services,39,10903,1703856460.79,148071605.97,1034575044.05,469443391.75,3.7117,2.6143,0.8307,6.8634,Asia Pacific,Australia
COMP_001310,YearRecognize Group,hospitality,33,226,163150197.64,7744442.04,102654853.94,37517623.69,3.7378,2.871,0.576,3.9171,North America,Canada
COMP_001311,Willis & Rogers LLC,retail,46,225,41897193.5,1776214.0,22560763.32,6053049.06,2.7016,1.4724,0.3667,6.7114,Europe,Germany
COMP_001312,Daugherty Ltd,energy,47,60525,8953425727.8,741991405.28,13555253619.75,7291686131.59,2.7018,2.2792,1.1641,2.6734,Europe,France
COMP_001313,Fry & Conner Group,financial_services,40,13700,2742485957.01,226817516.31,2077329812.86,977411883.13,3.7157,2.4959,0.8886,6.3662,Europe,United Kingdom
COMP_001314,Banks & Thompson PLC,hospitality,22,903,163642256.22,6536642.36,229348379.05,127057261.68,2.0569,1.6538,1.2421,1.6844,Europe,United Kingdom
COMP_001315,Steele PLC,financial_services,35,11350,2267068239.75,195920864.49,1467327936.66,459192441.17,1.1575,0.7806,0.4555,6.3418,Europe,Switzerland
COMP_001316,Buchanan & Walker PLC,construction,2,2249,323570959.12,27457489.16,543711681.97,264871023.25,1.3099,1.0897,0.9499,2.8501,Europe,France
COMP_001317,Olsen Group,retail,46,1586,264148525.15,23126520.63,311138769.71,121977388.36,2.2058,1.1033,0.6448,5.7202,Asia Pacific,Singapore
COMP_001318,Gross-Phillips,construction,22,2403,367136813.27,53470679.74,236786442.5,125781697.63,2.0705,1.8271,1.1331,7.2939,Asia Pacific,Japan
COMP_001319,Thompson & Smith Ltd,energy,42,1369,862218321.2,24939030.95,1091591192.56,362985394.0,1.1208,0.8147,0.4982,2.1965,Latin America,Chile
COMP_001320,PageInclude PLC,financial_services,39,718,311156899.11,33594198.63,190950942.97,84353689.37,2.6036,2.2978,0.7913,7.1376,Latin America,Chile
COMP_001321,Johnson & Guzman PLC,healthcare,29,1483,250867717.84,16621424.31,196688434.66,109848219.06,3.2916,2.7514,1.2649,3.643,Latin America,Mexico
COMP_001322,DoPurpose PLC,professional_services,26,103,16374695.67,2172115.99,12364530.18,4200441.74,2.4892,1.8094,0.5145,9.1722,Asia Pacific,Singapore
COMP_001323,Garcia Group,technology,8,3925,436019999.73,15125437.5,620977069.81,348510330.02,1.341,1.1236,1.2791,1.8264,Europe,Netherlands
COMP_001324,Taylor & Mcgee and Sons,energy,8,10690,2231179174.21,62437051.03,3610851130.04,2152178051.16,1.0484,0.8734,1.4754,1.6185,Latin America,Brazil
COMP_001325,HandFront and Sons,construction,46,4032,488053301.63,61020565.08,750836829.82,319380483.54,1.9771,1.4626,0.7402,4.7063,North America,Canada
COMP_001326,Fields Inc,hospitality,38,372,68042262.56,4288973.89,119280845.41,63763091.15,3.8961,3.0116,1.1485,2.7005,Latin America,Mexico
COMP_001327,TermSection Ltd,energy,28,11434,1862073261.1,120834411.28,3570386982.06,1760061362.7,1.9287,1.2912,0.9722,2.5266,Asia Pacific,Japan
COMP_001328,Fowler & Tanner Group,energy,15,63651,7907500146.07,391398444.61,6277623276.03,3070384659.64,2.1258,1.2691,0.9573,2.7477,Latin America,Mexico
COMP_001329,Smith and Sons,construction,22,2880,331060348.87,44128144.16,569528366.68,208946814.82,1.9952,1.4831,0.5795,5.9172,Latin America,Brazil
COMP_001330,Wright Inc,manufacturing,10,7885,1001409475.74,58316682.65,514885070.52,318856358.44,2.0033,1.7079,1.6266,3.8165,Latin America,Brazil
COMP_001331,Bell Inc,construction,2,2782,279904957.71,7870722.51,365737626.95,247619518.87,1.0504,0.6817,2.0964,1.4056,Asia Pacific,Hong Kong
COMP_001332,ServiceAbility Inc,hospitality,1,893,144121153.88,4028169.1,104192887.88,85177046.43,1.8865,1.3164,4.4793,1.6946,North America,United States
COMP_001333,Cruz Ltd,transportation,1,549,236170193.92,27311439.22,259585970.75,108423226.6,2.4159,1.9738,0.7173,4.5233,Latin America,Brazil
COMP_001334,KindCompare Group,manufacturing,4,2855,1992704492.95,81551678.91,2272590408.15,1512332242.92,2.9106,1.8537,1.9892,2.1256,Latin America,Chile
COMP_001335,MindUpon Group,manufacturing,24,8302,1949838392.67,345921934.5,1014493576.35,300234399.61,1.4058,1.0807,0.4203,18.6911,Asia Pacific,Singapore
COMP_001336,Bell & Bennett Group,technology,3,651,325512517.49,30193482.17,284574763.39,136968510.25,1.6807,1.2788,0.9279,5.5558,Europe,United Kingdom
COMP_001337,"Curtis, Mcdaniel and Martin",manufacturing,46,2013,407089477.35,72306083.28,438579984.14,180662239.92,3.2289,2.5585,0.7005,8.5112,North America,Canada
COMP_001338,Jones Inc,retail,16,861,340753664.73,40601111.22,232184709.12,116751390.67,1.4458,0.8211,1.0114,9.9189,Latin America,Chile
COMP_001339,Phillips & Flores Inc,transportation,23,322,81476424.89,11033359.6,54955755.68,14258217.42,3.4618,2.5711,0.3503,16.5787,North America,Canada
COMP_001340,BackGuess and Sons,technology,25,140,16295598.6,1938938.37,9646708.47,3023801.37,3.0969,2.1716,0.4566,18.2678,Europe,France
COMP_001341,Barron and Sons,technology,3,463,129583761.37,14656745.15,72198178.96,50629312.3,2.538,1.7915,2.3473,5.3609,Latin America,Chile
COMP_001342,Dennis PLC,construction,23,2085,233998363.59,41714461.92,254822118.37,81901321.19,2.9563,1.9032,0.4736,12.6402,Europe,Switzerland
COMP_001343,Mcmahon Inc,transportation,39,5906,869589780.35,104914623.09,739758670.72,363198596.84,1.3465,1.0189,0.9645,5.7826,Asia Pacific,Australia
COMP_001344,Morgan & Galloway Group,manufacturing,35,8377,1457066448.83,138731607.67,1162390247.78,524868659.05,3.54,2.8113,0.8233,4.7926,Latin America,Chile
COMP_001345,Bush Group,professional_services,4,326,74399298.86,3914518.06,37614809.46,20748174.84,2.4876,2.0771,1.2301,6.4908,Europe,France
COMP_001346,Dunlap & Martin Group,healthcare,47,2161,428365867.78,76203428.87,326829554.58,179207903.28,3.072,1.751,1.214,12.4964,Europe,Switzerland
COMP_001347,Moore & Garcia and Sons,retail,37,503,174275626.29,25724199.5,239909681.81,66232700.08,2.8878,2.0789,0.3814,13.4962,Europe,Switzerland
COMP_001348,Mccann Group,hospitality,33,193,74836713.83,12585139.49,47741622.92,19968156.78,1.6466,0.9193,0.719,20.3964,Europe,Germany
COMP_001349,Terry Ltd,technology,5,2210,493837132.3,48852740.16,457718676.76,238447184.93,1.1311,0.9773,1.0875,4.751,Latin America,Chile
COMP_001350,Frost PLC,hospitality,6,61,8981729.09,1043788.76,11455903.58,5610703.68,1.0949,0.5745,0.9599,3.9682,Asia Pacific,Singapore
COMP_001351,EvidenceRecent LLC,professional_services,33,405,86769633.86,12303784.42,51671561.4,16970818.87,3.2795,2.6452,0.4891,13.4603,Asia Pacific,Singapore
COMP_001352,Young-Williams,healthcare,3,5559,580782031.53,10226445.1,362988118.33,288768237.1,1.8867,1.5106,3.8907,1.2686,Asia Pacific,Singapore
COMP_001353,"Dunn, Henry and Brown",transportation,5,4062,444229265.0,25220970.29,239553004.04,83909181.54,1.8837,1.6176,0.5391,6.9801,North America,United States
COMP_001354,Patterson LLC,energy,20,28450,7266313721.13,1157745996.81,4647650251.88,2162577178.33,3.5906,3.1491,0.8702,7.5483,Latin America,Chile
COMP_001355,Colon & Weber Group,professional_services,38,137,48923559.67,3226160.02,34262099.91,8682922.45,2.7994,1.811,0.3395,7.2746,Latin America,Chile
COMP_001356,Gonzalez Inc,construction,35,2623,437344502.85,60001931.28,324703888.03,120037199.79,2.1509,1.4704,0.5865,17.138,Latin America,Chile
COMP_001357,Clark Ltd,transportation,34,4582,901694845.37,161602665.46,604913526.48,239118943.16,2.7971,1.8059,0.6537,14.9568,Europe,France
COMP_001358,Carter & Miller Inc,professional_services,30,367,42461232.22,6959378.16,79357822.96,34148029.21,1.4018,1.2298,0.7553,6.7155,Asia Pacific,Hong Kong
COMP_001359,FootStill Group,construction,1,603,142029759.63,6912667.47,229825726.78,174082975.09,2.5114,2.2406,3.123,1.8516,North America,Canada
COMP_001360,Ruiz & Jacobson LLC,healthcare,30,3492,594388576.95,59390493.59,634907758.79,170706345.81,3.1791,2.2105,0.3677,7.9374,North America,United States
COMP_001361,BenefitQuality PLC,financial_services,6,23011,4562693094.63,416039040.22,3286459290.5,2399329051.65,1.9169,1.0942,2.7046,5.8579,Asia Pacific,Japan
COMP_001362,Hughes & Watson Group,energy,18,4587,2146088780.61,346314717.54,3262258497.27,1428848044.83,2.9188,1.8947,0.7793,4.1999,Latin America,Chile
COMP_001363,Wood Group,manufacturing,24,4343,1249703501.29,126874166.16,2498950676.06,1059173338.64,3.723,1.9356,0.7357,2.8322,Asia Pacific,Hong Kong
COMP_001364,Williams Group,transportation,11,664,635244617.89,30755166.81,902312208.59,565087801.12,2.1366,1.2201,1.6757,2.4507,Asia Pacific,Singapore
COMP_001365,MakeEveryone and Sons,transportation,34,3314,735781892.19,92490834.09,393756617.6,159608162.09,1.5002,0.9072,0.6817,11.8464,Latin America,Brazil
COMP_001366,Elliott-Hernandez,technology,31,432,66652274.88,2284981.9,39686923.95,21500421.46,2.8746,2.3032,1.1822,4.0718,Asia Pacific,Japan
COMP_001367,Horton & Davis Ltd,healthcare,43,6015,717245839.86,26855899.94,920850879.67,244834602.41,3.5571,2.837,0.3622,3.7782,Latin America,Brazil
